xy,trap,time,yfpmean,area,yfpmean5by5,yfpsd5by5,yfpmax5by5,num5by5
24,8,23,0.00319967067506549,407,0.00320369522646932,1.19461001610012e-05,0.00323125047684443,240
24,8,24,0.00319453434582754,407,0.00319650568398566,1.13166965395583e-05,0.00322392614633402,240
24,8,25,0.00320521941030066,407,0.00320829073523054,9.74570064533669e-06,0.00323735408560311,240
24,8,26,0.00320057046996849,407,0.00320472012410671,1.46029260627188e-05,0.00323796444647898,240
24,8,27,0.00319423441419321,407,0.00319998219780779,1.11009906285424e-05,0.00322270542458228,240
24,8,28,0.003199258995295,413,0.00320346286374472,1.12477864625688e-05,0.00324162661173419,245
24,8,29,0.00319689440110278,413,0.00320259839344298,1.0191981045018e-05,0.0032281986724651,245
24,8,30,0.00319486232796884,413,0.00319727704311297,7.09034023506326e-06,0.00321599145494774,245
24,8,31,0.00320251031230931,413,0.00320554307326043,1.16673138238018e-05,0.0032318608377203,245
24,8,32,0.00320073686666514,413,0.00320401841670521,1.08109581622602e-05,0.00322697795071336,245
24,8,33,0.00320332314156289,413,0.00320763324785167,1.28204393380595e-05,0.00323613336385138,245
24,8,34,0.0032013280152132,413,0.00320728945274608,9.72902694132725e-06,0.00322941939421683,245
24,8,35,0.00320631583108742,413,0.00321107369017646,1.45435973539479e-05,0.00324528877698939,245
24,8,36,0.0032013280152132,413,0.00320506724090414,1.20203303468806e-05,0.00323308155947204,245
24,8,37,0.00320753507496779,413,0.00321223960401281,1.44645157261315e-05,0.00324223697261006,245
24,8,38,0.00321182090194119,413,0.00322063767141098,1.25509688620369e-05,0.00325139238574807,245
24,8,39,0.00321130364696164,413,0.00321909059343582,1.17173240165117e-05,0.00324162661173419,245
24,8,40,0.00320943261266168,421,0.00321755044899212,1.2733714486815e-05,0.00325444419012741,249
24,8,41,0.00320798282435796,421,0.00321511635923415,1.20361488235452e-05,0.0032489509422446,249
24,8,42,0.00320298105471011,421,0.00321094923678846,1.29047129080076e-05,0.00324162661173419,249
24,8,43,0.00320192995818991,421,0.00320648551327458,1.18098530531441e-05,0.00323247119859617,249
24,8,44,0.00320798282435796,421,0.00321520705542855,1.31614363402555e-05,0.00323735408560311,249
24,8,45,0.00321085724287425,425,0.00321914052799256,1.38041785729642e-05,0.00324956130312047,251
24,8,46,0.00320888254592291,425,0.00321794412340719,1.56036720703527e-05,0.00325627527275502,251
24,8,47,0.00320669242748598,425,0.00321176513143277,1.76760156313146e-05,0.00324650949874113,251
